,lat,long,taxi_type,trip_count
107405,40.6737,-73.9826,y,1
107406,40.719,-73.9963,y,1
107407,40.6955,-73.9957,y,1
107408,40.7501,-73.9981,y,1
107409,40.796,-73.9669,y,1
107410,40.8126,-73.9458,y,1
107411,40.7775,-73.9559,y,1
107412,40.7538,-73.9805,y,1
107413,40.7198,-73.8397,y,1
107414,40.7803,-73.9805,y,1
107415,40.7287,-74.0112,y,1
107416,40.7832,-73.9811,y,1
107417,40.7413,-74.0055,y,1
107418,40.6876,-73.9867,y,1
107419,40.753,-73.9959,y,1
107420,40.6868,-73.9961,y,1
107421,40.7238,-73.999,y,1
107422,40.729,-74.0111,y,1
107423,40.7671,-73.9644,y,1
107424,40.6971,-73.9357,y,1
107425,40.768,-73.9627,y,1
107426,40.7338,-74.0073,y,1
107427,40.7162,-74.0013,y,1
107428,40.7291,-73.9869,y,1
107429,40.6914,-74.1059,y,1
107430,40.73,-73.9933,y,1
107431,40.8035,-73.9668,y,1
107432,40.7527,-73.9861,y,1
107433,40.7792,-73.9488,y,1
107434,40.7773,-73.9892,y,1
107435,40.7204,-73.9952,y,1
107436,40.7418,-73.9926,y,1
107437,40.7263,-73.9989,y,1
107438,40.7404,-74.0052,y,1
107439,40.7284,-73.9958,y,1
107440,40.747,-73.9916,y,1
107441,40.6822,-73.9934,y,1
107442,40.7702,-73.9643,y,1
107443,40.7335,-73.9799,y,1
107444,40.7096,-74.0153,y,1
107445,40.6831,-73.9794,y,1
107446,40.7613,-73.9819,y,1
107447,40.7303,-74.0077,y,1
107448,40.767,-73.9608,y,1
107449,40.7568,-73.9837,y,1
107450,40.763,-73.9722,y,1
107451,40.7549,-73.9773,y,1
107452,40.7425,-73.985,y,1
107453,40.7647,-73.9699,y,1
107454,40.7296,-74.0052,y,1
107455,40.7591,-73.9734,y,1
107456,40.7695,-73.9593,y,1
107457,40.7506,-73.9522,y,1
107458,40.7572,-73.9816,y,1
107459,40.746,-73.8994,y,1
107460,40.7584,-73.9697,y,1
107461,40.778,-73.9602,y,1
107462,40.734,-74.0004,y,1
107463,40.7314,-74.0066,y,1
107464,40.7436,-73.9893,y,1
107465,40.7373,-73.9931,y,1
107466,40.779,-73.9886,y,1
107467,40.7628,-73.9593,y,1
107468,40.8118,-73.9383,y,1
107469,40.7477,-73.9901,y,1
107470,40.7487,-74.006,y,1
107471,40.7849,-73.9728,y,1
107472,40.7366,-73.9782,y,1
107473,40.7244,-73.9975,y,1
107474,40.7503,-73.9883,y,1
107475,40.7808,-73.9768,y,1
107476,40.7608,-73.9924,y,1
107477,40.7975,-73.9641,y,1
107478,40.7908,-73.9686,y,1
107479,40.7193,-74.0123,y,1
107480,40.7048,-74.0091,y,1
107481,40.7561,-74.0058,y,1
107482,40.7796,-73.9876,y,1
107483,40.7302,-73.9745,y,1
107484,40.7763,-73.9872,y,1
107485,40.7497,-73.9812,y,1
107486,40.7618,-73.978,y,1
107487,40.7756,-73.9229,y,1
107488,40.7156,-73.9942,y,1
107489,40.6886,-73.999,y,1
107490,40.7138,-73.9994,y,1
107491,40.7785,-73.9532,y,1
107492,40.8008,-73.9463,y,1
107493,40.813,-73.9419,y,1
107494,40.7601,-73.9645,y,1
107495,40.6872,-73.9902,y,1
107496,40.7485,-74.0017,y,1
107497,40.7781,-73.9624,y,1
107498,40.6407,-73.7894,y,1
107499,40.728,-74.0,y,1
107500,40.6785,-73.9854,y,1
107501,40.7845,-73.9522,y,1
107502,40.72,-73.9554,y,1
107503,40.7452,-73.9477,y,1
107504,40.7702,-73.9815,y,1
107505,40.7221,-73.988,y,1
107506,40.666,-73.9923,y,1
107507,40.7872,-73.9713,y,1
107508,40.7511,-74.0046,y,1
107509,40.7945,-73.9727,y,1
107510,40.6472,-73.7865,y,1
107511,40.7768,-73.9552,y,1
107512,40.749,-73.9943,y,1
107513,40.7363,-73.9942,y,1
107514,40.7696,-73.9624,y,1
107515,40.7382,-73.9737,y,1
107516,40.7319,-73.9978,y,1
107517,40.7969,-73.9709,y,1
107518,40.7977,-73.9716,y,1
107519,40.7401,-73.9868,y,1
107520,40.7575,-73.9845,y,1
107521,40.7266,-73.9993,y,1
107522,40.6821,-73.9797,y,1
107523,40.7426,-73.997,y,1
107524,40.8178,-73.942,y,1
107525,40.7393,-73.9882,y,1
107526,40.7405,-74.0287,y,1
107527,40.7492,-73.9887,y,1
107528,40.7824,-73.9786,y,1
107529,40.7668,-73.9771,y,1
107530,40.6801,-73.9994,y,1
107531,40.7555,-73.9813,y,1
107532,40.7732,-73.9592,y,1
107533,40.6336,-74.014,y,1
107534,40.7141,-73.9802,y,1
107535,40.7823,-73.9481,y,1
107536,40.7501,-73.9742,y,1
107537,40.7688,-73.9844,y,1
107538,40.7601,-73.9862,y,1
107539,40.7486,-73.9774,y,1
107540,40.7062,-74.0055,y,1
107541,40.6714,-73.9912,y,1
107542,40.7558,-73.9918,y,1
107543,40.7688,-73.8919,y,1
107544,40.7665,-73.9666,y,1
107545,40.6929,-73.9908,y,1
107546,40.7287,-73.9994,y,1
107547,40.7594,-73.9774,y,1
107548,40.7212,-74.0065,y,1
107549,40.7526,-73.9872,y,1
107550,40.74,-73.9842,y,1
107551,40.693,-73.9887,y,1
107552,40.7329,-74.0087,y,1
107553,40.7666,-73.9528,y,1
107554,40.7763,-73.9597,y,1
107555,40.7623,-73.9795,y,1
107556,40.6936,-73.9658,y,1
107557,40.6979,-73.9256,y,1
107558,40.7618,-73.9808,y,1
107559,40.7461,-73.9341,y,1
107560,40.7318,-73.9836,y,1
107561,40.7613,-73.9697,y,1
107562,40.7457,-73.9837,y,1
107563,40.7473,-73.9911,y,1
107564,40.7179,-74.0072,y,1
107565,40.794,-73.9405,y,1
107566,40.7605,-73.9793,y,1
107567,40.778,-73.9599,y,1
107568,40.7703,-73.8649,y,1
107569,40.7563,-73.9779,y,1
107570,40.7437,-73.9226,y,1
107571,40.8426,-73.9429,y,1
107572,40.704,-74.0075,y,1
107573,40.7501,-73.9774,y,1
107574,40.7244,-73.993,y,1
107575,40.7256,-73.9986,y,1
107576,40.726,-74.0023,y,1
107577,40.7504,-74.0029,y,1
107578,40.729,-73.9772,y,1
107579,40.7831,-73.9475,y,1
107580,40.7984,-73.9367,y,1
107581,40.7711,-73.9911,y,1
107582,40.6897,-73.975,y,1
107583,40.7145,-73.9612,y,1
107584,40.7628,-73.9754,y,1
107585,40.7683,-73.9838,y,1
107586,40.7791,-73.9477,y,1
107587,40.7216,-74.0095,y,1
107588,40.7141,-74.0029,y,1
107589,40.7733,-73.9555,y,1
107590,40.7086,-74.0023,y,1
107591,40.7461,-73.9848,y,1
107592,40.7957,-73.9389,y,1
107593,40.7329,-73.9865,y,1
107594,40.7342,-73.9883,y,1
107595,40.7197,-73.9878,y,1
107596,40.7907,-73.9726,y,1
107597,40.7104,-74.0046,y,1
107598,40.7614,-73.9771,y,1
107599,40.7662,-73.9684,y,1
107600,40.7751,-73.9505,y,1
107601,40.7519,-73.9763,y,1
107602,40.7525,-73.9441,y,1
107603,40.7661,-73.9545,y,1
107604,40.7739,-73.8725,y,1
107605,40.7474,-73.9861,y,1
107606,40.7324,-73.9915,y,1
107607,40.744,-73.9823,y,1
107608,40.778,-73.986,y,1
107609,40.7164,-74.0127,y,1
107610,40.7702,-73.984,y,1
107611,40.7554,-73.9855,y,1
107612,40.7592,-73.9677,y,1
107613,40.7286,-73.9758,y,1
107614,40.7777,-73.9754,y,1
107615,40.7268,-73.9908,y,1
107616,40.7874,-73.9747,y,1
107617,40.7504,-73.9689,y,1
107618,40.7441,-73.9832,y,1
107619,40.7092,-74.0121,y,1
107620,40.7444,-73.9983,y,1
107621,40.775,-73.9879,y,1
107622,40.7671,-73.9547,y,1
107623,40.7228,-74.0002,y,1
107624,40.7393,-73.99,y,1
107625,40.7296,-73.9748,y,1
107626,40.7709,-73.9636,y,1
107627,40.7616,-73.9571,y,1
107628,40.7341,-73.9836,y,1
107629,40.7374,-73.9878,y,1
107630,40.7747,-73.9803,y,1
107631,40.7558,-73.979,y,1
107632,40.7581,-73.9726,y,1
107633,40.733,-73.9941,y,1
107634,40.7559,-73.9881,y,1
107635,40.7942,-73.9511,y,1
107636,40.7069,-74.0164,y,1
107637,40.7788,-73.9776,y,1
107638,40.74,-73.99,y,1
107639,40.7914,-73.974,y,1
107640,40.7643,-73.9652,y,1
107641,40.7463,-73.9834,y,1
107642,40.7511,-74.0063,y,1
107643,40.7539,-73.9869,y,1
107644,40.7484,-74.0075,y,1
107645,40.7805,-73.956,y,1
107646,40.7454,-74.0086,y,1
107647,40.7494,-73.9835,y,1
107648,40.7557,-73.9624,y,1
107649,40.7111,-74.0004,y,1
107650,40.7569,-73.9634,y,1
107651,40.7202,-74.0068,y,1
107652,40.739,-73.9837,y,1
107653,40.764,-73.9819,y,1
107654,40.7541,-73.9905,y,1
107655,40.7718,-73.9596,y,1
107656,40.7638,-73.9861,y,1
107657,40.784,-73.9442,y,1
107658,40.7304,-73.98,y,1
107659,40.7683,-73.9645,y,1
107660,40.744,-74.0065,y,1
107661,40.7505,-73.9889,y,1
107662,40.7731,-73.9576,y,1
107663,40.7443,-73.9838,y,1
107664,40.7613,-73.9602,y,1
107665,40.7625,-73.9798,y,1
107666,40.7642,-73.9832,y,1
107667,40.7788,-73.9498,y,1
107668,40.7384,-73.9931,y,1
107669,40.6936,-73.8518,y,1
107670,40.7393,-73.9957,y,1
107671,40.7491,-73.9772,y,1
107672,40.7255,-73.978,y,1
107673,40.7626,-73.9294,y,1
107674,40.7885,-73.9784,y,1
107675,40.7146,-73.9577,y,1
107676,40.7928,-73.9748,y,1
107677,40.7588,-73.9767,y,1
107678,40.7618,-73.989,y,1
107679,40.7853,-73.9735,y,1
107680,40.7202,-73.9989,y,1
107681,40.7148,-74.0013,y,1
107682,40.7226,-74.0116,y,1
107683,40.7659,-73.9886,y,1
107684,40.7072,-74.0014,y,1
107685,40.7749,-73.9841,y,1
107686,40.7331,-73.9522,y,1
107687,40.7907,-73.9742,y,1
107688,40.7626,-73.9635,y,1
107689,40.743,-73.9985,y,1
107690,40.755,-73.9918,y,1
107691,40.7284,-73.9851,y,1
107692,40.7348,-73.9912,y,1
107693,40.7622,-73.9777,y,1
107694,40.7157,-74.0075,y,1
107695,40.7892,-73.9465,y,1
107696,40.7071,-74.0046,y,1
107697,40.7585,-73.983,y,1
107698,40.7546,-73.9731,y,1
107699,40.7739,-73.9781,y,1
107700,40.7611,-73.9979,y,1
107701,40.7197,-73.9995,y,1
107702,40.7698,-73.9528,y,1
107703,40.7904,-73.9501,y,1
107704,40.7913,-73.9757,y,1
107705,40.7647,-73.9854,y,1
107706,40.7248,-73.995,y,1
107707,40.7443,-73.9725,y,1
107708,40.7478,-73.9785,y,1
107709,40.7495,-73.9843,y,1
107710,40.7847,-73.9739,y,1
107711,40.7931,-73.9742,y,1
107712,40.7094,-74.002,y,1
107713,40.7712,-73.9634,y,1
107714,40.76,-73.9744,y,1
107715,40.7733,-73.9609,y,1
107716,40.7479,-73.9883,y,1
107717,40.7253,-73.9872,y,1
107718,40.6946,-73.9889,y,1
107719,40.7964,-73.9303,y,1
107720,40.719,-73.976,y,1
107721,40.7367,-74.001,y,1
107722,40.7498,-73.9994,y,1
107723,40.7541,-73.9976,y,1
107724,40.7257,-73.9963,y,1
107725,40.7593,-73.9324,y,1
107726,40.7466,-73.9728,y,1
107727,40.7713,-73.9875,y,1
107728,40.7545,-73.9884,y,1
107729,40.6766,-73.7765,y,1
107730,40.7201,-73.9959,y,1
107731,40.7554,-73.9841,y,1
107732,40.7216,-74.0002,y,1
107733,40.7385,-73.9897,y,1
107734,40.7568,-73.9834,y,1
107735,40.7085,-74.0121,y,1
107736,40.6424,-73.7879,y,1
107737,40.7608,-73.9744,y,1
107738,40.7619,-73.9694,y,1
107739,40.7311,-73.9917,y,1
107740,40.7048,-74.0161,y,1
107741,40.8242,-73.9522,y,1
107742,40.7282,-73.9996,y,1
107743,40.7606,-73.9751,y,1
107744,40.7466,-73.9773,y,1
107745,40.7251,-73.9901,y,1
107746,40.7178,-74.0147,y,1
107747,40.7464,-73.9741,y,1
107748,40.6934,-73.9966,y,1
107749,40.7522,-73.9247,y,1
107750,40.761,-73.9865,y,1
107751,40.7084,-74.0154,y,1
107752,40.7168,-74.0133,y,1
107753,40.7796,-73.9828,y,1
107754,40.7394,-73.994,y,1
107755,40.7463,-73.9952,y,1
107756,40.7116,-73.8583,y,1
107757,40.7565,-73.9778,y,1
107758,40.7659,-73.9518,y,1
107759,40.7615,-73.9579,y,1
107760,40.7245,-73.9971,y,1
107761,40.7416,-73.9753,y,1
107762,40.7419,-73.9942,y,1
107763,40.764,-73.9856,y,1
107764,40.7127,-74.0102,y,1
107765,40.7616,-73.9738,y,1
107766,40.7516,-73.9693,y,1
107767,40.7094,-73.9964,y,1
107768,40.7144,-73.9459,y,1
107769,40.7094,-74.0151,y,1
107770,40.7383,-73.9987,y,1
107771,40.7167,-73.9568,y,1
107772,40.7795,-73.9549,y,1
107773,40.7619,-73.9976,y,1
107774,40.7463,-74.0101,y,1
107775,40.7226,-73.9798,y,1
107776,40.7572,-73.9708,y,1
107777,40.77,-73.9633,y,1
107778,40.7189,-74.0012,y,1
107779,40.8012,-73.9592,y,1
107780,40.8174,-73.9224,y,1
107781,40.7378,-74.0039,y,1
107782,40.7314,-73.9944,y,1
107783,40.7463,-73.9529,y,1
107784,40.7622,-73.9853,y,1
107785,40.7924,-73.9714,y,1
107786,40.739,-73.9869,y,1
107787,40.7395,-73.9958,y,1
107788,40.7514,-73.9696,y,1
107789,40.7658,-73.9572,y,1
107790,40.7137,-74.0121,y,1
107791,40.7376,-73.9928,y,1
107792,40.7704,-73.967,y,1
107793,40.7115,-73.9461,y,1
107794,40.7396,-73.9987,y,1
107795,40.7464,-74.0007,y,1
107796,40.7979,-73.9402,y,1
107797,40.765,-73.9647,y,1
107798,40.7281,-74.0054,y,1
107799,40.7341,-73.9949,y,1
107800,40.7695,-73.9506,y,1
107801,40.7333,-73.9851,y,1
107802,40.7197,-73.8393,y,1
107803,40.7246,-73.9996,y,1
107804,40.7797,-73.9707,y,1
107805,40.5381,-74.2994,y,1
107806,40.7426,-73.9861,y,1
107807,40.7788,-73.9885,y,1
107808,40.7826,-73.9487,y,1
107809,40.7592,-73.9818,y,1
107810,40.7932,-73.9655,y,1
107811,40.7547,-73.9868,y,1
107812,40.7367,-73.9814,y,1
107813,40.6191,-73.975,y,1
107814,40.7113,-74.0099,y,1
107815,40.7618,-73.9695,y,1
107816,40.7598,-73.9319,y,1
107817,40.7022,-74.0139,y,1
107818,40.7519,-73.985,y,1
107819,40.7376,-73.9911,y,1
107820,40.6974,-73.9851,y,1
107821,40.7754,-73.964,y,1
107822,40.7536,-73.9666,y,1
107823,40.7063,-73.943,y,1
107824,40.7119,-74.0162,y,1
107825,40.7529,-73.9914,y,1
107826,40.7491,-73.9695,y,1
107827,40.7744,-73.9804,y,1
107828,40.7701,-73.9839,y,1
107829,40.7539,-73.9713,y,1
107830,40.7804,-73.947,y,1
107831,40.7383,-73.9986,y,1
107832,40.7637,-73.9657,y,1
107833,40.7695,-73.967,y,1
107834,40.8038,-73.9577,y,1
107835,40.7592,-73.9962,y,1
107836,40.7646,-73.996,y,1
107837,40.8413,-73.9404,y,1
107838,40.7658,-73.9779,y,1
107839,40.7396,-73.9458,y,1
107840,40.7357,-74.0074,y,1
107841,40.6869,-73.9845,y,1
107842,40.8008,-73.94,y,1
107843,40.8189,-73.9525,y,1
107844,40.7482,-73.9842,y,1
107845,40.6457,-73.7902,y,1
107846,40.7414,-73.9951,y,1
107847,40.7518,-73.9836,y,1
107848,40.7698,-73.928,y,1
107849,40.7702,-73.9275,y,1
107850,40.7071,-74.0163,y,1
107851,40.8101,-73.9397,y,1
107852,40.7569,-73.9837,y,1
107853,40.7532,-73.992,y,1
107854,40.7381,-74.004,y,1
107855,40.764,-73.9662,y,1
107856,40.7165,-73.9813,y,1
107857,40.8243,-73.9086,y,1
107858,40.7822,-73.9513,y,1
107859,40.7849,-73.9544,y,1
107860,40.7312,-73.9969,y,1
107861,40.7732,-73.9896,y,1
107862,40.7401,-73.9991,y,1
107863,40.7462,-74.0001,y,1
107864,40.6473,-73.7883,y,1
107865,40.7491,-73.9926,y,1
107866,40.723,-74.0049,y,1
107867,40.753,-73.9887,y,1
107868,40.7663,-73.9713,y,1
107869,40.7746,-73.8729,y,1
107870,40.7837,-73.9543,y,1
107871,40.7621,-73.9814,y,1
107872,40.7706,-73.9167,y,1
107873,40.7594,-73.9779,y,1
107874,40.7368,-73.9839,y,1
107875,40.7974,-73.9701,y,1
107876,40.7293,-73.9921,y,1
107877,40.7538,-73.9968,y,1
107878,40.7154,-74.0033,y,1
107879,40.7121,-74.0079,y,1
107880,40.7503,-73.9777,y,1
107881,40.8001,-73.9447,y,1
107882,40.7683,-73.863,y,1
107883,40.7531,-73.9959,y,1
107884,40.801,-73.9669,y,1
107885,40.7965,-73.9681,y,1
107886,40.7304,-73.8618,y,1
107887,40.735,-73.9879,y,1
107888,40.7269,-73.9973,y,1
107889,40.7733,-73.9668,y,1
107890,40.7652,-73.9269,y,1
107891,40.7433,-73.9178,y,1
107892,40.7562,-73.9935,y,1
107893,40.7238,-73.9979,y,1
107894,40.7073,-73.944,y,1
107895,40.7737,-73.8726,y,1
107896,40.747,-73.9741,y,1
107897,40.7252,-74.0076,y,1
107898,40.7292,-73.8063,y,1
107899,40.7273,-74.0051,y,1
107900,40.7191,-74.0064,y,1
107901,40.769,-73.8634,y,1
107902,40.7399,-74.0,y,1
107903,40.7069,-74.0084,y,1
107904,40.6911,-73.9843,y,1
107905,40.7318,-74.0073,y,1
107906,40.7063,-74.0072,y,1
107907,40.7301,-73.9991,y,1
107908,40.7671,-73.9623,y,1
107909,40.7494,-73.9825,y,1
107910,40.7694,-73.9854,y,1
107911,40.7705,-73.9639,y,1
107912,40.72,-74.0093,y,1
107913,40.7293,-73.9876,y,1
107914,40.7468,-74.0006,y,1
107915,40.7827,-73.9594,y,1
107916,40.7357,-73.9913,y,1
107917,40.7129,-73.9571,y,1
107918,40.7612,-73.9864,y,1
107919,40.7552,-74.0026,y,1
107920,40.6862,-73.9745,y,1
107921,40.7669,-73.9633,y,1
107922,40.7692,-73.9522,y,1
107923,40.7501,-73.993,y,1
107924,40.7197,-73.9866,y,1
107925,40.7414,-74.0072,y,1
107926,40.81,-73.9528,y,1
107927,40.732,-73.9925,y,1
107928,40.7269,-73.8751,y,1
107929,40.7314,-73.9828,y,1
107930,40.777,-73.9614,y,1
107931,40.7569,-73.9707,y,1
107932,40.7781,-73.9845,y,1
107933,40.7349,-73.9994,y,1
107934,40.8035,-73.9692,y,1
107935,40.7871,-73.9566,y,1
107936,40.8215,-73.9393,y,1
107937,40.7877,-73.9537,y,1
107938,40.7889,-73.9543,y,1
107939,40.7382,-73.9968,y,1
107940,40.7066,-74.0056,y,1
107941,40.6866,-73.9905,y,1
107942,40.739,-73.9851,y,1
107943,40.7555,-73.9229,y,1
107944,40.8052,-73.9392,y,1
107945,40.7202,-73.9789,y,1
107946,40.7955,-73.971,y,1
107947,40.7667,-73.9565,y,1
107948,40.7378,-74.0047,y,1
107949,40.7519,-74.0007,y,1
107950,40.7382,-73.9902,y,1
107951,40.772,-73.9516,y,1
107952,40.7333,-74.005,y,1
107953,40.7475,-74.0099,y,1
107954,40.7559,-73.8829,y,1
107955,40.7396,-73.9983,y,1
107956,40.792,-73.953,y,1
107957,40.7034,-74.0109,y,1
107958,40.7695,-73.9559,y,1
107959,40.761,-73.9657,y,1
107960,40.7637,-73.9958,y,1
107961,40.7878,-73.9769,y,1
107962,40.7254,-73.9992,y,1
107963,40.7853,-73.9699,y,1
107964,40.7653,-73.9623,y,1
107965,40.7715,-73.9898,y,1
107966,40.7294,-74.0066,y,1
107967,40.7398,-73.9984,y,1
107968,40.7371,-74.0014,y,1
107969,40.757,-73.9987,y,1
107970,40.6856,-73.9817,y,1
107971,40.7332,-74.006,y,1
107972,40.7535,-73.9814,y,1
107973,40.7146,-73.9852,y,1
107974,40.7521,-73.9631,y,1
107975,40.6844,-73.7521,y,1
107976,40.7647,-73.9558,y,1
107977,40.7341,-73.9744,y,1
107978,40.7093,-74.0164,y,1
107979,40.7097,-74.006,y,1
107980,40.6535,-73.9326,y,1
107981,40.7886,-73.944,y,1
107982,40.7589,-73.9879,y,1
107983,40.7495,-73.9688,y,1
107984,40.7842,-73.9804,y,1
107985,40.8197,-73.9406,y,1
107986,40.7354,-73.9901,y,1
107987,40.7448,-73.9806,y,1
107988,40.7229,-74.0105,y,1
107989,40.7338,-74.0015,y,1
107990,40.7475,-73.9746,y,1
107991,40.792,-73.9721,y,1
107992,40.7485,-73.987,y,1
107993,40.7784,-73.9572,y,1
107994,40.7527,-73.9764,y,1
107995,40.7521,-73.9803,y,1
107996,40.7082,-74.0148,y,1
107997,40.7373,-74.0002,y,1
107998,40.8391,-73.9413,y,1
107999,40.6474,-73.7903,y,1
108000,40.6697,-73.9892,y,1
108001,40.8094,-73.9631,y,1
108002,40.7569,-73.9809,y,1
108003,40.7895,-73.9772,y,1
108004,40.7332,-73.9897,y,1
108005,40.7087,-74.0094,y,1
108006,40.7303,-73.9901,y,1
108007,40.7791,-73.9475,y,1
108008,40.7214,-73.9893,y,1
108009,40.6757,-73.9991,y,1
108010,40.7078,-74.0139,y,1
108011,40.7733,-73.8731,y,1
108012,40.7365,-73.9972,y,1
108013,40.7199,-73.9789,y,1
108014,40.679,-73.9244,y,1
108015,40.645,-73.7877,y,1
108016,40.7691,-73.9846,y,1
108017,40.6475,-73.7899,y,1
108018,40.7994,-73.9629,y,1
108019,40.7201,-73.9881,y,1
108020,40.7602,-73.9823,y,1
108021,40.7213,-74.0086,y,1
108022,40.7431,-74.0002,y,1
108023,40.7919,-73.9759,y,1
108024,40.7505,-73.9733,y,1
108025,40.7337,-74.0066,y,1
108026,40.7539,-73.9985,y,1
108027,40.7546,-74.0064,y,1
108028,40.73,-74.0041,y,1
108029,40.7115,-73.9474,y,1
108030,40.7606,-73.9779,y,1
108031,40.7614,-73.988,y,1
108032,40.7419,-73.9875,y,1
108033,40.7858,-73.946,y,1
108034,40.7922,-73.9715,y,1
108035,40.7143,-73.9018,y,1
108036,40.7481,-74.0058,y,1
108037,40.7469,-73.9903,y,1
108038,40.7223,-74.0012,y,1
108039,40.7746,-73.9477,y,1
108040,40.7651,-73.9828,y,1
108041,40.7741,-73.9917,y,1
108042,40.7749,-73.9838,y,1
108043,40.741,-73.9946,y,1
108044,40.7758,-73.9609,y,1
108045,40.7474,-73.9939,y,1
108046,40.7455,-73.9064,y,1
108047,40.7076,-74.0068,y,1
108048,40.7356,-73.9949,y,1
108049,40.7963,-73.9497,y,1
108050,40.74,-73.9941,y,1
108051,40.7574,-73.999,y,1
108052,40.7884,-73.9469,y,1
108053,40.7771,-73.9502,y,1
108054,40.7626,-73.9569,y,1
108055,40.733,-73.9868,y,1
108056,40.7399,-74.0007,y,1
108057,40.7532,-73.9959,y,1
108058,40.7749,-73.9909,y,1
108059,40.7674,-73.9859,y,1
108060,40.7616,-73.9669,y,1
108061,40.7651,-73.9929,y,1
108062,40.7554,-73.9937,y,1
108063,40.7802,-73.9771,y,1
108064,40.7999,-73.9623,y,1
108065,40.7689,-73.9841,y,1
108066,40.7733,-73.9619,y,1
108067,40.6451,-73.7917,y,1
108068,40.7198,-74.0089,y,1
108069,40.7028,-73.9925,y,1
108070,40.7521,-73.9788,y,1
108071,40.7452,-73.9821,y,1
108072,40.7445,-73.9871,y,1
108073,40.7588,-73.9896,y,1
108074,40.7736,-73.9854,y,1
108075,40.7581,-73.9688,y,1
108076,40.7917,-73.9757,y,1
108077,40.7614,-73.9578,y,1
108078,40.7461,-73.9985,y,1
108079,40.7607,-73.9988,y,1
108080,40.7288,-73.9874,y,1
108081,40.7644,-73.9543,y,1
108082,40.7645,-73.9955,y,1
108083,40.7205,-73.994,y,1
108084,40.7875,-73.9562,y,1
108085,40.7582,-73.9864,y,1
108086,40.7032,-74.0115,y,1
108087,40.7332,-74.0001,y,1
108088,40.7212,-73.9875,y,1
108089,40.7642,-73.9765,y,1
108090,40.7205,-73.9882,y,1
108091,40.742,-73.9888,y,1
108092,40.7425,-74.0031,y,1
108093,40.7554,-73.988,y,1
108094,40.7081,-74.0065,y,1
108095,40.6429,-73.7892,y,1
108096,40.7622,-73.9829,y,1
108097,40.7478,-74.0024,y,1
108098,40.7488,-73.9951,y,1
108099,40.7551,-73.976,y,1
108100,40.7985,-73.9481,y,1
108101,40.7104,-73.9845,y,1
108102,40.7515,-73.9805,y,1
108103,40.7256,-74.0005,y,1
108104,40.7602,-73.9577,y,1
108105,40.7609,-74.0019,y,1
108106,40.7452,-73.9484,y,1
108107,40.7781,-73.9806,y,1
108108,40.7799,-73.9447,y,1
108109,40.7054,-74.0083,y,1
108110,40.7547,-73.9337,y,1
108111,40.645,-73.7929,y,1
108112,40.7278,-73.9984,y,1
108113,40.7298,-73.9778,y,1
108114,40.7085,-74.016,y,1
108115,40.7483,-74.0003,y,1
108116,40.7612,-73.9743,y,1
108117,40.7572,-73.9846,y,1
108118,40.7464,-73.9943,y,1
108119,40.754,-73.9715,y,1
108120,40.7544,-73.9912,y,1
108121,40.7936,-73.9708,y,1
108122,40.7531,-73.9884,y,1
108123,40.807,-73.9534,y,1
108124,40.7573,-73.9688,y,1
108125,40.7407,-73.9916,y,1
108126,40.7591,-73.9189,y,1
108127,40.7026,-74.0112,y,1
108128,40.775,-73.9825,y,1
108129,40.7625,-73.9775,y,1
108130,40.749,-74.0069,y,1
108131,40.7267,-74.0033,y,1
108132,40.7621,-73.9693,y,1
108133,40.7419,-73.9861,y,1
108134,40.7184,-73.9618,y,1
108135,40.7563,-73.9841,y,1
108136,40.725,-73.9969,y,1
108137,40.7743,-73.9895,y,1
108138,40.7419,-73.9043,y,1
108139,40.6695,-73.9828,y,1
108140,40.7879,-73.9537,y,1
108141,40.7095,-74.0084,y,1
108142,40.7981,-73.9485,y,1
108143,40.6321,-74.0244,y,1
108144,40.7765,-73.9824,y,1
108145,40.7304,-73.9827,y,1
108146,40.766,-73.8615,y,1
108147,40.7379,-74.0042,y,1
108148,40.7739,-73.9646,y,1
108149,40.7435,-73.9733,y,1
108150,40.7505,-73.9722,y,1
108151,40.7855,-73.9532,y,1
108152,40.8037,-73.9577,y,1
108153,40.706,-74.0065,y,1
108154,40.7661,-73.9785,y,1
108155,40.7036,-74.0113,y,1
108156,40.7418,-73.9745,y,1
108157,40.7837,-73.9814,y,1
108158,40.7518,-73.9737,y,1
108159,40.7916,-73.9468,y,1
108160,40.7663,-73.9693,y,1
108161,40.7559,-74.0018,y,1
108162,40.7442,-73.9011,y,1
108163,40.7497,-73.977,y,1
108164,40.7693,-73.9677,y,1
108165,40.7677,-73.9636,y,1
108166,40.7508,-73.9725,y,1
108167,40.748,-73.9919,y,1
108168,40.7131,-73.9985,y,1
108169,40.7953,-73.9441,y,1
108170,40.7497,-74.0049,y,1
108171,40.7918,-73.9785,y,1
108172,40.7645,-73.9725,y,1
108173,40.764,-73.9867,y,1
108174,40.6793,-73.9298,y,1
108175,40.7621,-73.9866,y,1
108176,40.8116,-73.9385,y,1
108177,40.7655,-73.9266,y,1
108178,40.6536,-73.9562,y,1
108179,40.7519,-73.9266,y,1
108180,40.7496,-73.9867,y,1
108181,40.7731,-73.9608,y,1
108182,40.7422,-74.0081,y,1
108183,40.7804,-73.956,y,1
108184,40.7747,-73.9769,y,1
108185,40.7676,-73.9888,y,1
108186,40.754,-73.9758,y,1
108187,40.7047,-74.0104,y,1
108188,40.7244,-73.9829,y,1
